utterance_id,date,term,text,senti_3_final,senti_6_final,revisado_por,fecha
ParlaMint-ES_2020-10-28-CD201028.u6,2020-10-28,Legislatura XIV,"Y si el Consejo de Política Interterritorial dice que tenemos que continuar otro dos meses, el Gobierno de España mantendrá este estado de alarma hasta el 9 de mayo. Por tanto, primera revisión el 9 de marzo y segunda revisión el 9 de mayo. Creo que con eso, señorías, podremos encontrar un amplio apoyo a este estado de alarma, que será la herramienta más importante para frenar la curva de contagios del virus.",,,,
ParlaMint-ES_2020-05-27-CD200527.u201,2020-05-27,Legislatura XIV,"Boa tarde ya, señorías. Boa tarde, ministra. Tratamos hoy aquí la convalidación del Real Decreto-ley 18/2020, de 12 de mayo, de medidas sociales en defensa del empleo. Fundamentalmente, como saben, señorías, este real decreto viene a cubrir dos necesidades en el ámbito normativo. En primer lugar, la prórroga de los ERTE dispuestos en el Real Decreto-ley 8/2020 y, en segundo lugar, la desvinculación de estos de la situación de estado de alarma, una norma y unas herramientas, los ERTE, que, acompañadas de un inédito esfuerzo de movilización de recursos públicos, están ayudando en momentos de enorme relevancia y de enorme dificultad histórica a que nuestra economía, pero fundamentalmente nuestra sociedad, no se quede paralizada. Señorías, creemos que toca poner en valor algo igualmente inédito, como es la búsqueda del pacto con los agentes sociales. Este real decreto se ha elaborado atendiendo y escuchando demandas y propuestas del conjunto de agentes sociales y territoriales, así como también de grupos políticos y de empresas. No recordamos, en cambio, señorías de la derecha y señorías del Partido Popular, que se rasgan las vestiduras sistemáticamente respecto del pacto y el diálogo con los agentes sociales, que hubiera negociaciones con los agentes sociales a la hora de promover su reforma laboral, sus regalos a la banca y sus recortes y privatizaciones de los servicios públicos en otros momentos. La negociación y la búsqueda de pactos son ya una seña de identidad en los poco más de cien días de este Gobierno y particularmente - creemos - de la cartera de Trabajo y Economía Social. Se hizo con la subida del salario mínimo interprofesional, se ha hecho nuevamente con los ERTE y estamos seguros de que se hará, siempre que haya disposición, con todas las reformas que proponga este ministerio. Y sí, la premisa básica ya no es beneficiar a los de siempre, como fue en otras crisis financieras o económicas; la premisa ahora es velar por la mayoría y por el interés general. De manera general, este real decreto, a nuestro juicio, viene a definir la manera de hacer las cosas de este Gobierno, que contrasta muy señaladamente con la gestión de la crisis financiera que hizo el Partido Popular en la pasada década. Frente a los ERE del Partido Popular, que propiciaron el aumento del desempleo, los ERTE, que en una situación límite están dando estabilidad a los trabajadores y empresas. Frente a aquella amnistía fiscal a evasores y defraudadores, condicionamiento de las ayudas al compromiso con el empleo y con la responsabilidad fiscal. Frente al ordeno y mando de otro tiempo, negociación, puesta en común y pacto con los agentes sociales. Y, en definitiva, frente a la protección de una minoría y de los beneficios de unos pocos, como la banca, hoy se trata de que entre todos y todas despleguemos un amplísimo escudo social. En segundo lugar, frente a aquella flexibilidad externa de los Gobiernos de la derecha, que imponían el despido como solución a los problemas económicos de las empresas, se propone una medida que nos da flexibilidad interna para garantizar el mantenimiento del empleo, la resiliencia de las empresas, la subsistencia de las familias y sobre todo la capacidad de consumo para volver a activar la economía. Frente a las recetas habituales de la derecha - devaluación salarial, pobreza y desigualdad -, políticas para garantizar las rentas de las personas trabajadoras y de los autónomos. Frente a aquellos recortes que empobrecieron a las familias en la anterior crisis financiera y frente a la agresiva reforma laboral, en esta ocasión no van a pagar la situación los de siempre. Y fíjense, el escudo social que con gran esfuerzo y movilización de recursos público está desplegando este Gobierno alcanza ya a 6,7 millones de personas, esto es, más del doble de personas protegidas por el Estado que en la anterior crisis financiera. Para eso, señorías de la derecha, tiene que servir el Estado, para proteger a la gente, especialmente cuando vienen mal dadas. Y no nos confundamos, estas son medidas de protección para las personas, pero también medidas de protección para las pequeñas y medianas empresas, porque el Estado asume, como saben, los costes de las plantillas de las empresas para que no tengan que cerrar. En conclusión - y lo voy a decir bajito para no volver a la situación de crispación de otros momentos -, frente al 'que se jodan' de aquella reforma laboral de hace unos años, ahora se trata de desplegar un escudo social para no dejar a nadie atrás. En tercer lugar, otra cláusula tan necesaria como innovadora: no pueden acogerse a los ERTE las empresas que repartan dividendos y las que operen en paraísos fiscales. Se trata con ello, por un lado, de concentrar el apoyo en aquellos sectores y empresas que realmente lo necesitan y, por otro, de una cuestión de justicia fiscal para no alimentar desde las arcas públicas a aquellos que no quieren aportar a lo que es común. Este proceder contrasta sobremanera con lo que hicieron desde el Gobierno de derechas en la anterior crisis financiera con aquella amnistía fiscal a evasores y a defraudadores. Por tanto, no nos confundamos. Como decía el señor Julio Anguita, hoy citado aquí - y vaya desde aquí nuestro homenaje como grupo parlamentario a ese enorme dirigente y político -, nosotros no tenemos nada contra la riqueza, lo que queremos es que se reparta y acabar con la pobreza. En definitiva, esta crisis pone en evidencia lo destructivo de las políticas neoliberales que las derechas han sustentado allí donde han gobernado y donde todavía gobiernan: el modelo de Rajoy, del señor Casado, de la señora Ayuso o del señor Feijóo. Sus dogmas se han puesto absolutamente en evidencia y ahora llega el momento de analizar las consecuencias de los recortes y privatizaciones en sanidad, en educación y en dependencia, así como de las políticas de austeridad, la desindustrialización y el apostarlo todo a la especulación o al empleo precario. Nos han convertido ustedes en un país más débil. En todo caso, vivimos una situación excepcional que requiere de soluciones extraordinarias, y solo un Estado fuerte y una defensa inquebrantable de lo público como bien común puede promocionarlas. Estamos en un momento crucial de la historia: crisis sanitaria, crisis epidemiológica, pero también crisis climática y crisis económica y social. La sociedad, los trabajadores y las trabajadoras, las empresas y las familias han demostrado estar a la altura. Demostremos nosotros y nosotras, los políticos y las políticas, estar también a la altura y que tenemos entre todas un futuro para construir.",,,,
ParlaMint-ES_2018-10-18-CD181018.u52,2018-10-18,Legislatura XII,"Quería simplemente dirigirme a sus señorías para agradecer los apoyos y el entendimiento de este decreto-ley, complejo pero importante y urgente, y confirmar la convicción y la disponibilidad del Gobierno para trabajar a fondo en las medidas estructurales con todos ustedes. Es un tema de crucial importancia para España, no solamente desde el punto de vista ambiental, desde luego también lo es desde el punto de vista económico, social e industrial.",,,,
ParlaMint-ES_2018-11-14-CD181114.u90,2018-11-14,Legislatura XII,"usted no me va a dar a mí la credibilidad, está claro, porque usted tiene sus objetivos políticos y de acompañamiento a quien sea, pero, desde luego, no a la justicia. Anteayer mantuve una reunión con jueces y fiscales. ¿Y sabe usted lo que me dijeron los jueces y fiscales? Literal: que esta huelga no era contra este equipo ministerial, es decir, contra mi equipo ministerial.",,,,
ParlaMint-ES_2022-02-03-CD220203.u25,2022-02-03,Legislatura XIV,"me va a permitir, antes de entrar al fondo del asunto, que le haga una precisión, porque usted reitera constantemente que es hija de trabajador y trabajadora. Yo no sé de dónde cree que somos nosotros. Hijos del sol no somos. La mayoría de nuestros padres, por no decir la totalidad, evidentemente son trabajadores y trabajadoras, por lo menos los míos. Le agradezco enormemente esa recomendación literaria de Manuel Rivas, un fantástico escritor que tenemos en este país, al que he leído y cuya valía realmente reconozco, pero yo, para conocer la profundidad de la agricultura, no me tengo que ir tan lejos, porque provengo del campo y sé lo que es. Por mi propia familia, sé perfectamente cómo funciona el sector. Además, le pediría que no lo demonizan ni lo señalen tanto, porque la persecución que se está produciendo desde el punto de vista de la inspección laboral a las explotaciones agrarias roza el delito; sinceramente, lo roza. Esa referencia que ha hecho usted al cambio del régimen sancionador que establece esta reforma, francamente, se convierte en una persecución para muchos agricultores, que están denunciando constantemente. Pero vayamos un poco más allá. Creo que muchísimas de las cuestiones que usted nos ha planteado aquí tienen de fondo los prejuicios, prejuicios hacia las políticas que desarrolla otro partido y que ha desarrollado históricamente, cuando los españoles así lo han decidido, el Partido Popular. Son políticas que han funcionado, señora vicepresidenta, y no está nada mal que se reconozca cuando las cosas funcionan, aunque eso es algo que usted no tiene como hábito. Hemos podido ver aquí cómo se habla del año 2013 y de la situación del paro en el año 2013. La verdad es que hace falta valor por parte del Partido Socialista y por parte de usted para referirse a esa cita. Pero más valor hay que tener, señora vicepresidenta, para referirse a los años 2010 y 2012 en relación a los ERTE, cuando usted fue una de las personas que estuvo al frente de las manifestaciones y de las huelgas en los años 2010 y 2012. Señora vicepresidenta - se lo decía al principio pero es que se ratifica -, usted lo que aquí está ratificando y lo que está exponiendo es cómo ha pasado del piquete a la troika. Porque, ¿es usted la misma Yolanda Díaz que en el año 2010 en Galicia llamaba a las movilizaciones y a las manifestaciones? ¿Es usted la misma Yolanda Díaz que en el año 2012 llamaba a las manifestaciones y a las movilizaciones, aquella que además decía, antes de ser vapuleada en las urnas por Feijóo, que quería ser la Dolores Ibárruri? Yo creo que eso no se lo van a dejar a usted, me da la sensación, viendo sobre todo cómo está el banco azul en el día de hoy. Mire, en el año 2010 y en el año 2012 se hicieron las dos reformas que impulsaron los ERTE, ambas, esos en los que usted se ha apoyado durante todos estos meses y en los que ha contado para su ratificación y convalidación con el Partido Popular. Por cierto, en muchas cuestiones le hemos pedido anticipadamente la prórroga de esos ERTE que usted dejaba hasta el último día, generando con ello ansiedad a miles y miles de familias españolas, que no sabían hasta el último segundo - desde esa gran sensibilidad que dicen ustedes tener y practicar - qué iba a ser de ellos el lunes por la mañana; no sabía si seguiría inERTE o si estarían en paro. Esa es la gran sensibilidad que ustedes han demostrado. Y este partido es el que ha estado pidiendo la ampliación de los ERTE constantemente y seguiremos pidiéndola, por supuesto, porque es un instrumento que no solo funciona sino del que nos sentimos honradamente orgullosos, aunque ustedes sean quienes lo apliquen. ¡Claro que nos alegramos cuando le va bien a nuestro país! Por eso no entendemos que usted quiera derogar una reforma que lleva aplicando durante tres años y que ha funcionado. Porque usted dice estar orgullosa de los datos. Si está orgullosa de los datos, no podemos entender por qué la deroga, salvo que sea por el sectarismo y por el sesgo ideológico que tienen que implementar absolutamente a todo. Hablan de 2013. Mire, esta es la evolución del paro registrado en nuestro país. He tenido la deferencia de poner en rojo lo que corresponde a la izquierda y en azul lo que corresponde al Partido Popular. Puede ver claramente cómo, gracias a la herencia, a esa herencia que todos los españoles saben que el señor Rodríguez Zapatero dejó a España, a esas medidas de recortes sociales, que contaron con el voto del señor Sánchez, que se ha ausentado de este debate, todo eso hizo que se alcanzara esa cifra, la de más de 6 millones de españoles. Pero esas políticas son las que hicieron que a partir de ese momento esa reforma - la que ustedes quieren hoy derogar - fuera generando medio millón de puestos de trabajo durante cinco años consecutivos. ¿Cree que va a conseguir usted lo mismo con esta reforma que trae? Ya le digo yo que no, y esta es la clave. Habla usted de cómo estaba este país cuando lo dejamos, y miente; ha vertido mentiras una tras otra. Ha hablado de la afiliación. Mire, según la EPA, en el segundo trimestre de 2018, cuando el Partido Popular salió del Gobierno por una moción de censura, había más de 19 millones de españoles afiliados a la Seguridad Social. ¿Y cuál era el objetivo con esta reforma? El que se alcanzó: 20 millones de afiliados a la Seguridad Social en el año 2020. ¿Conseguido? Sí. ¿Con qué reforma? Con la del Partido Popular. Y mejor que podría ir si las políticas económicas que se estuvieran aplicando no fueran las de las subidas de impuestos, las de la inseguridad jurídica, las de la burocracia, que es lo que está generando este mal Gobierno para España. Señora vicepresidenta, es que además, en esa obsesión suya por mentir todos los días, nos ha adjudicado una frase que es del señor Solchaga: 'La mejor política industrial es la que no existe'. Solchaga. Dice que es nuestra. Simplemente le pregunto si la asume usted como nueva socialista o sanchista. Luego nos lo aclara, si quiere hacerlo. Pero hay algunas cuestiones más que creo que es importante abordar en este debate. Aquí no solo traemos la convalidación de un real decreto, traemos la convalidación y la no tramitación como proyecto de ley, algo que se está asentando en esta Cámara como: aquí el Ejecutivo hace lo que le da la gana. Y esta semana tenemos dos ejercicios francamente vergonzantes. El primero se produjo el lunes; hoy, 47 millones de españoles van por la calle con esta mascarilla, sin ningún informe que avale que la tengamos que llevar, porque ustedes lo valen y así lo hacen. Secuestran - legislativamente hablando - a un grupo de pensionistas, chantajean a grupos parlamentarios que pasan por el aro y aquí 47 millones de españoles vamos con una mascarilla por los exteriores hasta que al señor Sánchez le apetezca que volvamos a sonreír. Y cuando él quiera que los españolitos volvamos a sonreír, sonreiremos. Y, mientras tanto, tendremos que convalidarlo a aquellos que le han dado el voto para la convalidación porque, si no, hay un grupo de pensionistas que se quedan sin una medida. Cuando con una mayoría parlamentaria, que es lo que representa la oposición, podríamos estar trayendo aquí el resto de los grupos la aprobación para que esos pensionistas no pierdan esa medida que tramposamente han ustedes establecido y que así impiden que se pueda legislar. Pero es que hoy volvemos a las mismas en otra modalidad, y en el fondo lo que hay detrás es convertir a esta Cámara en una Cámara de burocracia convalidación. No hacemos otra cosa y aquí estamos para legislar. Este real decreto ley no solo para nosotros es negativo, sino que, además, no queremos que se nos hurte nuestra capacidad de legislar y de mejorarlo en aquello que, dentro de nuestras convicciones y para aquello a lo que nos han dado sus votos los españoles, porque nosotros tenemos un programa electoral que representar, queremos desarrollar en la tramitación parlamentaria. Por lo tanto, esto nuevamente vuelve a ser lo que se podría denominar políticamente un atraco: o lo tomas o lo dejas. Y nosotros nos rebelamos. ¡Por ahí no vamos a pasar! ¡Y menos con la reforma del Estatuto de los Trabajadores! Parece mentira que a usted que presume de ser tan sindicalista le parezca bien que el rodillo de un Gobierno sea quien modifique a través de un real decreto ley nada más y nada menos que el Estatuto de los Trabajadores. Bueno, es cierto que usted ha ido cambiando mucho y también nos ha dejado claro algo muy importante durante toda su segunda exposición y es la defensa del sindicalismo y su fortalecimiento, fortalecimiento del que no nos ha quedado ninguna duda viendo cómo han subido sus subvenciones desde el presupuesto general del Estado. ¡Vamos que si sale fortalecido el sindicalismo con usted! Y usted cuestiona para qué pueden ir los fondos europeos. ¿Por qué no para la mochila austríaca?, ¿por qué no? ¿Ah, para el sindicalismo sí, para fortalecer el sindicalismo sí, pero para un instrumento que puede permitir que la dualidad sea algo con seguridad jurídica, eso no? ¡Curioso, curioso, curioso! Pero le diré algo más, ¿no hay sindicatos cuando hay un convenio de empresa? Porque en la realidad empresarial y sindical que yo conozco los convenios de empresa tienen sindicatos negociando esos convenios de empresa. Y eso es a lo que nosotros no renunciamos. ¿Sabe por qué? Porque no renunciamos a algo que usted ha obviado en todas sus exposiciones y que es fundamental: a la productividad y a la competitividad. Y toda reforma laboral debe abordar la productividad y la competitividad. Y cuando esto se obvia porque lo único que obsesiona es la defensa del sindicalismo y el reforzamiento del sindicalismo es cuando se está anteponiendo un interés personal y partidista al interés general de los españoles. Y eso es lo que hay aquí y ante lo que nosotros nos rebelamos",,,,
ParlaMint-ES_2019-02-20-CD190220.u130,2019-02-20,Legislatura XII,"Vaya, señoría, qué sorpresa: el PSOE causante de todos los males. Pero no voy a entrar al trapo de la crispación porque, como dije ayer en el Senado, perjudica seriamente la salud de las personas y la salud democrática. Usted sabe que en el mes de enero suele haber malos datos de desempleo históricamente. Esto mismo le respondió su compañera Fátima Báñez a mi compañero Simancas en el Pleno del 11 de febrero de 2015. Supongo que usted en esa época no estaba preocupada por esa situación porque, como estaban entonces gobernando ustedes, no le preocupaba el paro en el mes de enero. Sabe usted que hay una elevada estacionalidad en el mercado de trabajo, por desgracia, pero poquito a poco lo vamos a revertir. La diferencia respecto a otros meses de enero es que en el de 2019 se ha mejorado la calidad en el empleo, levemente, pero se ha mejorado; por quinto mes consecutivo han disminuido los trabajadores con contrato temporal y a tiempo parcial y se ha incrementado el número de personas trabajadoras con contrato indefinido y a tiempo completo. En enero de este año la cifra de afiliados a la Seguridad Social ha aumentado por encima de 535 000 personas trabajadoras respecto a enero de 2018, y las personas desempleadas se han reducido en casi 200 000. Este Gobierno ha tomado medidas desde el minuto uno contra el paro, contra la precariedad y la pobreza de las personas trabajadoras. Habla usted de formación. Lo que ha ocurrido, esto que usted me menciona, es que sencillamente en la comisión donde se van a valorar los cursos van a estar representados los agentes sociales, no van a gestionar el dinero de la formación. Diga usted la verdad. Y si tanto les importa la formación, deberían haber convocado el Consejo General de Formación. ¿Sabe cuánto llevaban ustedes sin convocar el Consejo General de Formación? Desde el año 2010, cuando hay un problema importante de formación para las personas desempleadas en este país. Se olvidaron de 41 000 personas que se quedaban fuera del subsidio de desempleo, hubo que arreglarlo en el mes de agosto. Hemos tenido que aprobar un plan director por un trabajo digno; por cierto, está dando magníficos resultados. Este Gobierno ha aprobado un plan de choque de empleo joven, ha mejorado la situación de muchos trabajadores con ese salario mínimo interprofesional, cuya subida del 22,3 entró en vigor...",,,,
ParlaMint-ES_2018-10-16-CD181016.u43,2018-10-16,Legislatura XII,"Boa tarde a todos. También quiero saludar a los representantes de la comunidad educativa que se encuentran presentes entre nosotros. Subo hoy aquí a este estrado para someter a su consideración y para defender y pedir apoyo a esta proposición no de ley que habla de dos derechos fundamentales, la libertad y la educación, ambos en pleno equilibrio y fundamentales, como dije antes, y lo hago con convencimiento pero también lo hago con cierta emoción. No puedo olvidar que soy hijo de dos maestros y toda la vida he compartido mesa y mantel con los problemas de la educación, con sus problemas reales. Asimismo, durante veinte años, antes de iniciar mi vida política, fui docente. Este año celebramos los cuarenta años de la Constitución y en este momento es preciso hablar de estos dos derechos fundamentales, porque ha habido unas declaraciones por parte de miembros del Gobierno que han causado mucha sorpresa respecto al pacto educativo, al pacto en relación con el artículo 27 de la Constitución; y digo por qué. Ya hemos visto lo que ocurrió con el pacto educativo que se estuvo elaborando aquí, en este Parlamento, cuando después de más de ochenta y cuatro comparecencias y muchas comunicaciones el Partido Socialista, cuando ya estaban fijados los quince puntos para discutir, decidió romper dicho pacto, decidió levantarse de dicha mesa cuando habíamos hablado solamente de un punto, solamente íbamos por el punto segundo. Y lo hizo con una justificación muy mala, la financiación, y cuando ni siquiera sabíamos las medidas que íbamos a tomar. Hoy, viendo esto con perspectiva, me doy cuenta de que aquello fue una justificación o una disculpa de mal pagador; y les cuento por qué. Vistas las declaraciones que después se efectuaron, al Partido Socialista no le interesaba el pacto educativo, le interesaba utilizar este pacto como contienda política, le interesaba utilizar este pacto, ese no acuerdo, para levantar la calle. Como ellos dijeron en unas declaraciones, queremos tener un otoño caliente, queremos salir a la calle, al igual que hicieron con otros temas sensibles. Porque al Partido Socialista en ese momento le valía todo para llegar a la Moncloa para ocupar el poder. Por eso nosotros presentamos esta PNL. Y lo voy a decir muy claro, lo voy a decir como si fuera un profesor, nosotros lo único que pedimos es respeto, respeto al derecho que tienen los padres reconocidos constitucionalmente a elegir el tipo de educación que quieren para sus hijos y el centro educativo que quieren para sus hijos. Este es el axioma de esta proposición no de ley, ese respeto a los padres, porque los padres son realmente los principales responsables de la educación de sus hijos, tienen la obligación, tienen el deber y tienen el derecho de educar a sus hijos en libertad, y para que haya libertad deben poder elegir. Se lo voy a decir muy claro: nuestro sistema educativo está basado en dos redes, en la red pública y en la red concertada - también podemos hablar de la red privada, pero sobre todo en la red pública y en la red concertada -, y los poderes públicos, tal como dice la Constitución y tal como dice el Tribunal Constitucional, tienen que financiar ambas redes y los padres deben elegir entre ambas cuál quieren que sea la educación de sus hijos. Hoy estos derechos están mermados. Yo no sé si es porque el Partido Socialista se ha apoyado para llegar al Gobierno en distintos partidos, pero hoy hablar de libertad y hablar de elección es muy difícil. Como dice el otro, la calidad democrática ha decaído mucho en este Parlamento. Por eso pedimos que se garanticen las libertades educativas consagradas en la Constitución mediante el desarrollo armónico del derecho a la educación y a la libertad de enseñanza. También pedimos que se mantenga el criterio de la demanda social del artículo 109 de la Lomce. ¿Por qué tienen ustedes miedo a la demanda social? ¿Por qué pretenden ustedes quitar la demanda social a la hora de programar la enseñanza? ¿En qué se basan? Es más, cuando ustedes sometieron la Lomce a los tribunales y la recurrieron ante el Tribunal Constitucional, no recurrieron este artículo 109. Sin embargo, lo primero que han hecho al llegar al poder ha sido pretender quitar el artículo 109, pretender quitar el criterio de demanda social, ustedes, que dicen que hay que escuchar a la calle, que hay que escuchar a la gente, que hay que hablar con las personas, que hay que atender a las necesidades de los ciudadanos. Pues la primera necesidad que tienen los ciudadanos es que se escuche su demanda, que se escuchen sus peticiones. Por eso, este criterio no debe ser retirado de la ley. También pedimos que se respete la red de centros concertados, garantes de la existencia de la oferta plural y complementaria que establece la Constitución. Pedimos que se promueva y se respete la autonomía organizativa y pedagógica de los centros para desarrollar sus proyectos. Hemos visto en la Comisión que hay muchos proyectos nuevos educativos que son acordes a la realidad social, acordes al entorno. Hay que respetar esa autonomía organizativa y esa autonomía pedagógica. También pedimos que se garantice la existencia, la calidad y la gratuidad de los centros especiales, tanto en la pública como en la concertada. Y, por supuesto, tienen ustedes que escuchar a la mesa sectorial de la enseñanza concertada. Cuando nosotros presentamos esta moción ustedes no la habían convocado aún, pero ahora sé que ya la han convocado. Tienen que hablar con ellos, tienen que escucharles, tienen que conocer el trabajo que se hace en la enseñanza concertada y, sobre todo, como dice el artículo 27 de la Constitución, tienen ustedes que escuchar a todas las personas que intervienen la educación, a todos los sectores educativos. Termino ya. Hoy venimos a hablar de educación y de libertad. Nosotros apostamos por un sistema educativo construido sobre tres ejes: la libertad de elección de las familias y de los alumnos; la igualdad de oportunidades para todos los ciudadanos; la equidad, la calidad y la excelencia. La educación, como ustedes saben, es la base de todo. Sin educación no hay progreso y sin educación tampoco hay libertad, y esta libertad de la que tanto hablamos no se puede escribir con mayúsculas si no se facilita a los padres elegir libremente el modelo de educación que quieren para sus hijos dentro de las distintas opciones educativas. Gracias por su atención.",,,,
ParlaMint-ES_2020-12-01-CD201201.u77,2020-12-01,Legislatura XIV,"en el marco de unos presupuestos expansivos, su ministerio crece como mínimo por encima del 50 %. Es ese crecimiento el que permite incrementos en las inversiones territorializadas en varias comunidades, especialmente del arco mediterráneo, entre el 45 y el 83 %, y nos parece bien. El problema es que, por el contrario, la inversión en Galicia cae un 11 %, lo que supone 104 millones de euros menos que en los presupuestos de Montoro, de 2018, que su partido calificó, con razón, como una bofetada del PP a todos los gallegos. Su gran argumento es que los presupuestos más elevados de años anteriores correspondían a las inversiones del AVE, que ya está finalizado. Pues tampoco es verdad. Entre los proyectos que figuran en estos presupuestos está la variante de Ourense, valorada en más de seiscientos millones de euros, y solo consignan 29 millones, lo que indica que no tienen mucho interés en ejecutarla, aparte de que nuestra prioridad es la modernización y la ampliación de las redes interiores. Y ahí está el problema: cero euros para la conexión con el porto exterior de A Coruña, cero para la línea A Coruña-Lugo o para la línea de FEVE entre Ferrol y Ribadeo - por cierto, cuando la ministra de Hacienda presentó los presupuestos pretendió vendernos una partida de la línea de FEVE en Asturias como si fuese en Galicia -, cantidades ridículas para la línea A Coruña-Ferrol o para la salida sur de Vigo e insuficientes para el corredor atlántico de mercancías. No hay justificación para esta discriminación flagrante de Galicia, aunque su confesión, realizada el pasado día 11 en Castellón, de que su prioridad es el corredor mediterráneo porque ahí ya está la base, no hay que inventar, nos da la pista sobre el diferente trato que vemos en estos presupuestos. Es decir, como, a diferencia de en el mediterráneo, en Galiza no hubo inversiones anteriores, tampoco las van a hacer ahora. Curiosa línea argumental para justificar lo injustificable. Rectifiquen, acepten las enmiendas del BNG y pongan fin a esta discriminación.",,,,
ParlaMint-ES_2015-05-28-CD150528.u71,2015-05-28,Legislatura X,"la señora Romero ha hecho referencia a cuánto dinero se ha ido por el sumidero de los ERE, y ha dicho miles de millones de euros. ¡Si es que ni el ministerio fiscal lo ha dicho! ¡Si las cantidades que se están dando hasta ahora no llegan a las de otras corrupciones que se van a Suiza! Rectifiquen la cantidad de miles de millones de euros de los ERE porque ustedes mienten en sede parlamentaria.",,,,
ParlaMint-ES_2016-10-04-CD161004.u97,2016-10-04,Legislatura XII,"Esquerra Republicana votará favorablemente a la proposición no de ley presentada por el Partido Nacionalista Vasco solicitando la derogación de la pena de prisión permanente revisable, eufemismo utilizado para hablar de la cadena perpetua. Fue introducida por la reforma que se hizo a través de la Ley Orgánica 1/2015, de 30 de noviembre, por la que se modificaba la Ley Orgánica 10/1995, de 23 de noviembre, del Código Penal. El Código Penal expresa los valores de una sociedad, aquello que merece protección, y lo hace desde una doble perspectiva: aquello que una sociedad entiende como relevante y que merece la protección máxima, que en este caso lo incluye en el Código Penal; qué bienes jurídicos desea proteger una sociedad. Por otro lado los valores que inspiran la sanción penal cuando son vulnerados, cuando son atacados los bienes jurídicos objeto de protección penal. Es cierto - y estaremos todos de acuerdo - que los bienes jurídicos merecedores de protección penal han ido cambiando a lo largo del tiempo, así como la sanción; discutible será si realmente en estos tiempos las reformas y por tanto qué bienes jurídicos se han incluido en el Código Penal - qué sanciones comparta la vulneración de estos tipos penales y por tanto la vulneración del bien jurídico - responden o no a las necesidades del siglo XXI. Dicho lo anterior la pregunta que deberíamos formularnos todos es qué función debería tener la pena privativa de libertad. ¿Vindicativa? ¿O por el contrario esta debería ir encaminada a la rehabilitación, a la reinserción, a la resocialización? Esquerra Republicana considera que la introducción de la prisión permanente revisable - eufemismo, como decía, que se utiliza para no hablar de la cadena perpetua o la condena a perpetuidad - lo fue al calor de unas demandas que no son sociales, pero que sí que son sensacionalistas, auspiciadas por determinados medios de comunicación - aquello que los juristas y penalistas denominan populismo punitivo - y sus programas; programas de televisión que generan y generaban una alarma social ficticia, y que han supuesto un auténtico acoso a la función rehabilitadora y resocializadora de la pena. La reforma obedeció a la campaña orquestada para impulsar la función punitiva de la pena, del castigo y de la vindicación. Por cierto, alarma social ficticia, inseguridad ciudadana que no es real en atención a los moderados, más bien bajos índices de criminalidad existentes en el Estado español, y que contrastan con los altos índices de población reclusa, derivados por cierto de un Código Penal durísimo.",,,,
